Tech_num,Tech_name,Cost,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
27,CAES_Cand,Power,897.7587957,900.6150927,903.7444617,907.1799129,910.9600002,915.1300366,908.9157889,902.6551971,896.3464557,889.9876642,883.5768208,877.1118153,870.590422,864.0102916,857.3689424,850.6637508,843.8919413,837.0505751,830.1365378,823.1465265,816.0770349,808.9243376,801.6844727,794.3532227,786.9260936,779.3982917
28,Zinc_Cand,Power,101.6927906,102.0163349,102.3708113,102.7599588,103.1881447,103.6605017,102.9565886,102.2474259,101.5328091,100.8125229,100.0863406,99.3540231,98.61531836,97.86996022,97.11766758,96.35814326,95.59107285,94.81612347,94.03294234,93.24115533,92.44036526,91.63015014,90.81006119,89.97962068,89.13831956,88.28561482
29,Hydrogen_Cand,Power,2253.109843,2260.278307,2268.1321,2276.754069,2286.240974,2296.706536,2281.110606,2265.398367,2249.565287,2233.606595,2217.517269,2201.292011,2184.925237,2168.41105,2151.743222,2134.915168,2117.919923,2100.750112,2083.397917,2065.85505,2048.11271,2030.161549,2011.991623,1993.592348,1974.952444,1956.059881
31,Iron_Air_Cand,Power,1282.424691,1286.504836,1290.975057,1295.882508,1301.282263,1307.23905,1298.362161,1289.419071,1280.407201,1271.323836,1262.166116,1252.931026,1243.615388,1234.215846,1224.728854,1215.150666,1205.477315,1195.704604,1185.828085,1175.843039,1165.744457,1155.527018,1145.185062,1134.712566,1124.103108,1113.349842
17,ES_4hr_Cand,Energy,271.5527367,259.9303254,248.3232488,236.6895843,225.0481882,213.7693929,210.0658791,206.3623573,202.3066743,198.6034789,195.276638,191.2192038,187.5164691,183.8137576,180.1110706,176.049301,172.3469255,169.0288454,165.3268811,161.262922,157.5613104,153.8597839,150.1583494,146.0881291,142.3869666,139.0822717
18,ES_6hr_Cand,Energy,271.5527367,259.9303254,248.3232488,236.6895843,225.0481882,213.7693929,210.0658791,206.3623573,202.3066743,198.6034789,195.276638,191.2192038,187.5164691,183.8137576,180.1110706,176.049301,172.3469255,169.0288454,165.3268811,161.262922,157.5613104,153.8597839,150.1583494,146.0881291,142.3869666,139.0822717
19,ES_8hr_Cand,Energy,271.5527367,259.9303254,248.3232488,236.6895843,225.0481882,213.7693929,210.0658791,206.3623573,202.3066743,198.6034789,195.276638,191.2192038,187.5164691,183.8137576,180.1110706,176.049301,172.3469255,169.0288454,165.3268811,161.262922,157.5613104,153.8597839,150.1583494,146.0881291,142.3869666,139.0822717
20,ES_10hr_Cand,Energy,271.5527367,259.9303254,248.3232488,236.6895843,225.0481882,213.7693929,210.0658791,206.3623573,202.3066743,198.6034789,195.276638,191.2192038,187.5164691,183.8137576,180.1110706,176.049301,172.3469255,169.0288454,165.3268811,161.262922,157.5613104,153.8597839,150.1583494,146.0881291,142.3869666,139.0822717
21,ES_100hr_Cand,Energy,271.5527367,259.9303254,248.3232488,236.6895843,225.0481882,213.7693929,210.0658791,206.3623573,202.3066743,198.6034789,195.276638,191.2192038,187.5164691,183.8137576,180.1110706,176.049301,172.3469255,169.0288454,165.3268811,161.262922,157.5613104,153.8597839,150.1583494,146.0881291,142.3869666,139.0822717
22,Li_Ion_Cand,Energy,276.5838873,265.1685818,253.7313258,242.2694659,230.779903,219.2589946,215.2660608,211.2768522,207.2915141,203.3101991,199.3330683,195.3602912,191.3920467,187.4285237,183.4699217,179.5164516,175.5683364,171.6258124,167.68913,163.7585546,159.8343682,155.91687,152.0063787,148.1032333,144.2077949,140.3204489
23,Flow_Cand,Energy,297.2389771,284.9711846,272.6798024,260.3619789,248.0143835,235.6331018,231.3419785,227.0548586,222.7718983,218.4932615,214.2191213,209.94966,205.6850699,201.4255538,197.1713262,192.9226137,188.679656,184.4427072,180.2120361,175.9879281,171.7706861,167.560632,163.358108,159.1634784,154.9771314,150.7994812
24,Grav_Cand,Energy,287.1273391,275.276879,263.4036318,251.5048427,239.5772946,227.6172062,223.4720606,219.3307823,215.193522,211.0604383,206.9316981,202.8074777,198.6879627,194.5733492,190.4638442,186.3596667,182.2610483,178.1682343,174.0814845,170.0010745,165.927297,161.8604628,157.8009025,153.7489681,149.7050346,145.669502
25,PSH_Cand,Energy,56.49562892,54.16391368,51.82771479,49.48649026,47.13960704,44.78632114,43.97071575,43.1558713,42.34181742,41.52858533,40.7162079,39.90471977,39.09415749,38.28455963,37.47596694,36.66842249,35.86197186,35.05666331,34.25254796,33.44968005,32.64811715,31.84792042,31.04915493,30.25188991,29.45619916,28.66216139
26,Therm_Cand,Energy,95.91302505,91.95445575,87.98827453,84.01356123,80.02924115,76.03405119,74.64939221,73.26602506,71.8840001,70.50337029,69.12419143,67.74652235,66.37042508,64.99596512,63.62321164,62.25223778,60.88312089,59.51594292,58.15079065,56.78775618,55.42693722,54.06843764,52.71236786,51.35884546,50.0079957,48.6599522
27,CAES_Cand,Energy,4.850707503,4.650506729,4.44992099,4.24890375,4.047400656,3.845347828,3.775320053,3.705357612,3.63546305,3.565639046,3.495888424,3.426214156,3.356619382,3.287107413,3.217681747,3.148346084,3.079104336,3.009960646,2.940919404,2.871985268,2.803163179,2.73445839,2.665876487,2.597423414,2.529105508,2.460929525
28,Zinc_Cand,Energy,322.2158026,308.9171543,295.5929341,282.2400508,268.8548938,255.43322,250.781516,246.1341518,241.4912966,236.8531284,232.2198347,227.5916129,222.9686716,218.3512308,213.7395228,209.1337933,204.5343023,199.941325,195.355153,190.7760956,186.2044811,181.6406585,177.0849987,172.5378967,167.9997733,163.4710775
29,Hydrogen_Cand,Energy,4.188593125,4.01571946,3.842513377,3.668934692,3.494936471,3.320463555,3.259994467,3.199581795,3.139227737,3.078934607,3.018704841,2.958541007,2.898445816,2.838422128,2.778472963,2.718601515,2.658811162,2.599105483,2.539488269,2.47996354,2.420535564,2.361208877,2.301988302,2.242878972,2.183886358,2.125016296
31,Iron_Air_Cand,Energy,95.91302505,91.95445575,87.98827453,84.01356123,80.02924115,76.03405119,74.64939221,73.26602506,71.8840001,70.50337029,69.12419143,67.74652235,66.37042508,64.99596512,63.62321164,62.25223778,60.88312089,59.51594292,58.15079065,56.78775618,55.42693722,54.06843764,52.71236786,51.35884546,50.0079957,48.6599522
