datetime,1_A_Wind,3_C_Wind,3_C_Wind_1,3_C_Wind_2,1_A_Wind_Cand,2_B_Wind_Cand,3_C_Wind_Cand
2007-02-13 14:00:00,17.78,16.36,8.07,5.41,8.65,9.36,3.38
2007-02-13 15:00:00,17.03,15.42,8.76,5.0600000000000005,10.08,8.88,3.53
2007-02-13 16:00:00,17.95,12.56,7.34,6.05,10.18,10.26,2.66
2007-02-13 17:00:00,19.41,14.13,6.59,6.25,9.73,10.39,9.82
2007-02-13 18:00:00,19.6,13.92,3.0700000000000003,6.13,8.07,9.15,13.35
2007-02-13 19:00:00,20.3,13.6,6.8500000000000005,6.28,7.86,9.0,12.45
2007-02-13 20:00:00,20.01,13.41,6.34,7.15,7.27,8.39,11.18
2007-02-13 21:00:00,19.97,13.46,6.75,7.58,6.72,7.75,10.46
2007-02-13 22:00:00,20.07,15.09,7.25,7.77,5.55,4.86,11.26
2007-02-13 23:00:00,18.66,15.74,8.47,7.56,8.02,9.25,12.91
2007-02-14 00:00:00,18.64,17.06,8.55,7.38,8.040000000000001,8.59,14.21
2007-02-14 01:00:00,18.02,17.59,6.83,7.49,7.03,10.34,16.64
2007-02-14 02:00:00,15.53,18.8,8.22,10.7,7.51,3.3200000000000003,13.95
2007-02-14 03:00:00,13.66,17.43,8.67,11.05,9.78,9.56,12.16
2007-02-14 04:00:00,13.81,15.91,8.45,10.57,9.84,7.85,14.44
2007-02-14 05:00:00,12.72,14.1,4.71,8.73,11.71,6.45,14.08
2007-02-14 06:00:00,10.67,15.37,4.5200000000000005,10.35,12.76,5.51,11.23
2007-02-14 07:00:00,10.91,14.44,5.04,9.84,11.92,5.32,10.93
2007-02-14 08:00:00,11.3,13.91,4.11,10.58,11.15,5.69,7.8
2007-02-14 09:00:00,10.75,13.44,4.5200000000000005,15.38,10.94,4.8500000000000005,7.9
2007-02-14 10:00:00,11.52,13.07,3.3200000000000003,16.61,11.76,6.2,7.16
2007-02-14 11:00:00,13.14,13.55,0.97,16.3,11.5,7.07,5.91
2007-02-14 12:00:00,10.36,11.41,1.94,14.01,10.13,6.390000000000001,8.58
2007-02-14 13:00:00,7.72,10.22,1.59,12.43,10.44,5.5600000000000005,2.98
2007-02-14 14:00:00,6.71,10.04,1.57,11.93,10.86,4.47,0.74
2007-02-14 15:00:00,5.82,7.34,1.09,12.79,11.71,3.79,1.68
2007-02-14 16:00:00,5.5200000000000005,3.96,0.95,16.14,11.34,1.8,1.43
2007-02-14 17:00:00,4.5,3.0500000000000003,0.48,15.65,11.48,2.6,0.87
2007-02-14 18:00:00,6.2700000000000005,2.84,1.98,14.74,11.99,4.43,3.22
2007-02-14 19:00:00,7.82,8.24,2.81,12.6,11.14,6.04,4.44
2007-02-14 20:00:00,8.71,7.94,2.43,10.89,10.06,5.8500000000000005,3.82
2007-02-14 21:00:00,8.2,8.41,2.5500000000000003,10.38,10.0,5.98,5.19
2007-02-14 22:00:00,11.97,5.03,2.56,10.53,11.07,7.34,4.93
2007-02-14 23:00:00,12.39,7.65,2.15,9.95,10.33,6.08,5.2700000000000005
2007-02-15 00:00:00,11.13,10.36,6.53,9.0,12.55,4.65,8.07
2007-02-15 01:00:00,9.09,13.27,5.99,8.98,13.25,4.1,11.36
2007-02-15 02:00:00,6.17,13.68,5.88,8.96,13.89,2.22,12.88
2007-02-15 03:00:00,5.74,12.85,7.140000000000001,8.61,13.66,1.16,13.37
2007-02-15 04:00:00,4.21,10.72,2.35,6.24,15.1,1.86,13.28
2007-02-15 05:00:00,5.32,9.23,2.04,5.75,14.14,3.02,11.0
2007-02-15 06:00:00,4.79,8.65,1.88,4.05,15.02,2.39,10.14
2007-02-15 07:00:00,5.82,4.22,1.92,3.64,14.03,2.84,4.97
2007-02-15 08:00:00,6.3500000000000005,3.49,2.75,5.37,13.99,3.5700000000000003,1.52
2007-02-15 09:00:00,5.5200000000000005,3.68,3.86,3.87,13.46,3.86,0.99
2007-02-15 10:00:00,3.86,2.91,3.23,3.61,12.1,4.82,0.32
2007-02-15 11:00:00,3.33,3.11,1.98,1.43,10.56,5.41,1.08
2007-02-15 12:00:00,4.75,1.72,1.55,1.62,9.42,5.87,1.99
2007-02-15 13:00:00,5.4,2.76,1.03,0.85,8.99,5.25,2.08
2007-02-15 14:00:00,3.42,1.86,0.8300000000000001,2.1,9.46,4.41,0.71
2007-02-15 15:00:00,4.46,1.13,1.02,2.05,9.41,4.16,0.85
2007-02-15 16:00:00,3.95,2.11,1.39,2.34,8.24,3.44,2.01
2007-02-15 17:00:00,3.98,2.0,1.08,2.02,8.58,2.84,1.59
2007-02-15 18:00:00,4.65,1.6,0.37,2.83,8.75,2.51,1.87
2007-02-15 19:00:00,6.08,1.49,1.19,4.54,8.32,2.01,1.45
2007-02-15 20:00:00,5.08,1.4,0.85,5.37,9.08,2.07,0.99
2007-02-15 21:00:00,5.88,0.93,0.42,5.29,8.97,1.25,1.1
2007-02-15 22:00:00,5.69,0.28,0.8300000000000001,5.53,9.87,1.02,0.48
2007-02-15 23:00:00,4.73,0.47,0.84,4.95,11.62,0.8,4.07
2007-02-16 00:00:00,3.54,5.9,0.77,4.7700000000000005,9.0,3.02,6.78
2007-02-16 01:00:00,4.25,7.04,3.23,5.36,12.68,3.01,4.32
2007-02-16 02:00:00,5.94,3.96,3.13,7.75,14.98,1.42,4.1
2007-02-16 03:00:00,5.53,5.3,4.03,8.55,14.52,0.85,9.45
2007-02-16 04:00:00,4.8,8.620000000000001,3.89,8.86,12.65,2.84,11.57
2007-02-16 05:00:00,7.1000000000000005,6.890000000000001,4.15,11.11,10.73,2.59,10.64
2007-02-16 06:00:00,7.63,9.23,3.67,12.79,8.24,5.5,10.75
2007-02-16 07:00:00,6.58,9.41,2.64,15.37,6.12,5.14,9.19
2007-02-16 08:00:00,7.46,7.29,1.37,14.8,4.29,5.34,9.54
2007-02-16 09:00:00,7.86,6.92,1.12,13.72,3.39,4.14,8.58
2007-02-16 10:00:00,7.35,7.27,0.59,13.93,3.3000000000000003,2.43,6.95
2007-02-16 11:00:00,7.42,7.46,0.94,10.74,5.78,1.6,6.9
2007-02-16 12:00:00,6.97,8.73,0.92,8.64,5.24,0.4,7.61
2007-02-16 13:00:00,6.19,8.9,0.45,12.48,7.68,0.81,7.98
2007-02-16 14:00:00,5.76,7.2,0.65,11.76,6.87,1.17,8.73
2007-02-16 15:00:00,5.82,7.33,0.5,11.66,6.24,2.27,8.790000000000001
2007-02-16 16:00:00,5.33,7.58,0.27,11.28,4.57,2.42,7.9
2007-02-16 17:00:00,4.86,4.34,0.73,10.62,5.14,3.35,6.96
2007-02-16 18:00:00,5.2700000000000005,4.07,0.76,8.69,5.24,4.17,6.3
2007-02-16 19:00:00,6.1000000000000005,3.8,1.88,9.98,4.86,4.96,6.69
2007-02-16 20:00:00,6.54,4.79,3.23,9.07,5.26,4.82,6.69
2007-02-16 21:00:00,6.92,4.65,5.97,9.92,5.2,5.72,7.41
2007-02-16 22:00:00,6.3500000000000005,5.79,5.36,10.58,6.49,6.3500000000000005,7.75
2007-02-16 23:00:00,5.75,5.08,7.82,12.76,7.140000000000001,7.53,6.71
2007-02-17 00:00:00,5.3100000000000005,5.84,8.43,11.92,7.27,6.42,7.84
2007-02-17 01:00:00,5.95,6.74,8.120000000000001,12.92,8.370000000000001,7.29,6.3500000000000005
2007-02-17 02:00:00,6.4,4.2700000000000005,9.32,15.36,9.98,6.44,8.620000000000001
2007-02-17 03:00:00,6.68,5.97,6.54,15.85,11.76,4.82,8.08
2007-02-17 04:00:00,6.44,6.3100000000000005,5.57,18.33,10.18,4.2700000000000005,10.64
2007-02-17 05:00:00,6.9,6.75,4.74,18.84,8.27,4.96,10.34
2007-02-17 06:00:00,6.68,6.47,5.76,18.53,4.79,5.43,10.14
2007-02-17 07:00:00,7.32,6.59,6.37,17.87,6.79,5.97,7.19
2007-02-17 08:00:00,8.370000000000001,4.72,6.7,19.65,6.28,6.46,7.58
2007-02-17 09:00:00,8.42,4.65,4.8,19.7,4.26,6.04,7.17
2007-02-17 10:00:00,8.59,3.34,6.32,19.13,3.81,6.37,8.68
2007-02-17 11:00:00,7.45,1.99,4.59,18.09,3.72,5.76,6.41
2007-02-17 12:00:00,8.16,3.56,4.83,17.580000000000002,4.39,5.73,5.63
2007-02-17 13:00:00,8.45,2.76,5.7700000000000005,18.09,6.04,9.82,4.72
2007-02-17 14:00:00,7.32,2.53,4.95,18.41,4.74,9.14,4.24
2007-02-17 15:00:00,8.040000000000001,1.56,6.5200000000000005,16.71,4.66,8.59,4.19
2007-02-17 16:00:00,7.140000000000001,1.84,5.14,15.71,4.72,8.47,2.36
2007-02-17 17:00:00,6.55,1.95,2.74,13.58,4.3500000000000005,10.1,2.31
2007-02-17 18:00:00,6.54,3.84,6.26,13.39,4.79,10.83,6.82
2007-02-17 19:00:00,6.63,6.1000000000000005,8.85,11.61,5.51,10.03,7.09
2007-02-17 20:00:00,6.59,6.8500000000000005,8.66,11.78,5.76,10.51,9.49
2007-02-17 21:00:00,6.34,7.46,8.61,11.02,5.37,10.3,9.3
2007-02-17 22:00:00,5.91,7.62,7.62,9.88,6.46,9.92,8.46
2007-02-17 23:00:00,5.76,6.09,7.16,8.84,6.6000000000000005,9.64,8.22
2007-02-18 00:00:00,5.2700000000000005,5.4,6.1000000000000005,7.72,7.88,8.84,6.58
2007-02-18 01:00:00,4.0200000000000005,5.38,6.21,6.95,8.55,9.0,7.9
2007-02-18 02:00:00,3.94,3.84,5.8,6.54,8.2,8.33,7.41
2007-02-18 03:00:00,4.19,3.76,2.69,6.73,9.1,7.37,6.7
2007-02-18 04:00:00,3.86,3.68,1.07,7.04,7.23,6.22,6.41
2007-02-18 05:00:00,2.77,3.14,0.95,6.24,7.98,6.0600000000000005,5.76
2007-02-18 06:00:00,2.54,2.62,1.43,4.96,9.11,5.76,4.7
2007-02-18 07:00:00,1.93,2.65,1.57,5.04,8.19,5.3100000000000005,4.21
2007-02-18 08:00:00,1.73,1.54,0.99,3.84,8.96,5.4,3.74
2007-02-18 09:00:00,1.56,1.03,1.0,2.97,9.34,5.1000000000000005,3.5
2007-02-18 10:00:00,1.72,0.68,1.09,2.29,11.1,4.64,2.91
2007-02-18 11:00:00,2.66,0.13,1.22,1.84,11.65,3.78,2.75
2007-02-18 12:00:00,4.83,0.59,0.98,2.4,11.27,3.27,1.99
2007-02-18 13:00:00,6.97,1.22,0.95,2.37,9.24,2.52,1.51
2007-02-18 14:00:00,8.73,2.21,0.87,2.8000000000000003,9.11,1.74,1.43
2007-02-18 15:00:00,11.83,2.04,0.3,2.85,6.98,1.32,1.05
2007-02-18 16:00:00,11.99,1.4,0.7000000000000001,2.9,5.3100000000000005,2.16,0.53
2007-02-18 17:00:00,13.33,1.42,0.28,2.93,3.3000000000000003,3.23,0.27
2007-02-18 18:00:00,12.64,1.8,0.7000000000000001,3.86,5.44,6.3100000000000005,0.5700000000000001
2007-02-18 19:00:00,16.72,3.16,0.91,5.15,5.88,9.49,3.5700000000000003
2007-02-18 20:00:00,16.19,6.24,0.45,5.5200000000000005,5.8500000000000005,10.32,3.29
2007-02-18 21:00:00,16.61,7.7,2.03,5.97,5.89,12.68,8.58
2007-02-18 22:00:00,16.1,9.14,8.28,6.55,5.92,11.58,8.58
2007-02-18 23:00:00,17.080000000000002,9.66,8.66,7.390000000000001,5.5200000000000005,11.82,9.23
2007-02-19 00:00:00,17.34,10.56,9.0,12.34,7.22,13.83,9.27
2007-02-19 01:00:00,18.22,10.71,8.84,11.79,9.1,16.240000000000002,6.890000000000001
2007-02-19 02:00:00,17.240000000000002,10.76,8.39,10.97,13.06,16.54,6.93
2007-02-19 03:00:00,16.91,9.27,8.93,10.24,13.07,16.43,9.05
2007-02-19 04:00:00,16.990000000000002,9.02,9.92,11.51,13.06,16.330000000000002,9.89
2007-02-19 05:00:00,18.76,5.86,10.51,8.07,12.65,16.22,9.31
2007-02-19 06:00:00,19.89,7.1000000000000005,11.49,9.38,12.0,15.1,9.87
2007-02-19 07:00:00,20.56,10.41,8.53,7.81,13.57,12.48,10.42
2007-02-19 08:00:00,21.21,9.5,9.63,6.98,15.32,10.64,10.38
2007-02-19 09:00:00,21.13,9.52,10.08,6.82,12.24,13.33,9.06
2007-02-19 10:00:00,23.98,6.54,9.85,7.0,13.99,13.96,9.66
2007-02-19 11:00:00,21.85,2.25,9.91,5.13,9.35,12.62,9.05
2007-02-19 12:00:00,21.7,7.85,7.48,6.93,9.37,6.65,8.66
2007-02-19 13:00:00,22.28,12.01,6.88,6.47,8.53,5.47,8.57
2007-02-19 14:00:00,20.87,10.19,4.21,4.16,5.8100000000000005,3.42,4.59
2007-02-19 15:00:00,20.73,6.46,6.62,3.61,5.3500000000000005,2.8000000000000003,2.34
2007-02-19 16:00:00,18.77,7.98,2.8000000000000003,3.89,7.16,7.16,2.69
2007-02-19 17:00:00,17.82,5.97,1.39,4.84,6.6000000000000005,6.65,2.86
2007-02-19 18:00:00,17.78,2.86,1.18,6.8,7.63,8.18,1.98
2007-02-19 19:00:00,15.81,5.25,0.97,10.79,7.94,8.76,4.23
2007-02-19 20:00:00,17.81,5.61,4.92,13.31,8.05,9.53,8.03
2007-02-19 21:00:00,15.45,3.41,4.45,16.37,10.18,9.01,6.5600000000000005
2007-02-19 22:00:00,16.69,1.06,6.8100000000000005,13.39,8.34,9.24,6.19
2007-02-19 23:00:00,14.96,1.64,5.5200000000000005,10.19,6.3100000000000005,6.48,3.39
2007-02-20 00:00:00,14.0,5.69,2.71,8.38,6.3100000000000005,3.66,2.27
2007-02-20 01:00:00,13.77,10.95,2.43,7.61,6.82,2.95,5.15
2007-02-20 02:00:00,13.18,11.92,7.09,10.57,5.5,5.89,0.75
2007-02-20 03:00:00,12.48,10.59,7.45,9.43,7.01,4.26,1.62
2007-02-20 04:00:00,11.34,9.56,5.91,8.02,5.88,3.43,2.99
2007-02-20 05:00:00,10.19,10.5,7.09,5.3100000000000005,7.58,4.8,0.62
2007-02-20 06:00:00,9.95,9.67,5.0600000000000005,6.8500000000000005,5.82,4.28,1.03
2007-02-20 07:00:00,6.3500000000000005,8.16,2.49,7.2,5.74,5.18,1.09
2007-02-20 08:00:00,2.95,2.52,3.03,4.15,5.69,4.91,1.66
2007-02-20 09:00:00,1.49,3.31,3.48,1.86,7.07,4.32,1.55
2007-02-20 10:00:00,1.47,3.68,3.65,2.32,6.5600000000000005,3.8,1.09
2007-02-20 11:00:00,0.72,1.92,1.29,1.63,6.94,2.79,1.9
2007-02-20 12:00:00,0.94,2.15,0.93,1.93,6.8100000000000005,1.18,1.88
2007-02-20 13:00:00,1.6,2.4,0.31,2.02,6.0200000000000005,0.55,2.03
2007-02-20 14:00:00,1.45,1.05,0.66,1.85,5.22,2.09,2.39
2007-02-20 15:00:00,1.56,1.77,1.36,1.93,4.46,2.78,2.01
2007-02-20 16:00:00,1.39,1.32,1.09,1.85,4.05,3.0,1.48
2007-02-20 17:00:00,2.11,0.99,0.88,2.03,4.07,2.03,1.25
2007-02-20 18:00:00,1.83,1.24,0.32,2.59,3.35,2.19,1.53
2007-02-20 19:00:00,2.66,1.3,0.8300000000000001,3.27,3.56,2.83,2.11
2007-02-20 20:00:00,3.09,1.81,3.48,4.33,3.72,3.16,2.05
2007-02-20 21:00:00,2.93,2.31,4.72,4.5200000000000005,3.54,3.14,5.15
2007-02-20 22:00:00,3.01,1.13,6.03,4.28,3.53,3.24,6.640000000000001
2007-02-20 23:00:00,3.04,3.89,7.5,4.43,3.61,3.8,6.12
2007-02-21 00:00:00,2.81,10.29,7.8,5.14,3.67,4.57,8.4
2007-02-21 01:00:00,3.19,10.99,7.31,5.13,3.89,6.12,8.870000000000001
2007-02-21 02:00:00,3.34,12.57,7.61,4.15,4.37,5.12,8.92
2007-02-21 03:00:00,1.73,8.24,7.42,4.58,3.1,4.73,7.18
2007-02-21 04:00:00,0.92,4.12,5.76,5.91,2.51,5.43,4.99
2007-02-21 05:00:00,0.6900000000000001,0.87,4.45,5.98,1.98,5.69,2.78
2007-02-21 06:00:00,0.43,1.75,5.01,4.3,1.19,5.53,3.17
2007-02-21 07:00:00,1.32,2.27,5.68,3.1,0.38,2.93,1.94
2007-02-21 08:00:00,1.22,2.16,5.65,3.01,0.12,2.17,2.41
2007-02-21 09:00:00,1.66,2.07,4.24,2.67,0.62,1.89,1.4
2007-02-21 10:00:00,1.0,3.26,2.41,2.92,1.17,2.37,2.86
2007-02-21 11:00:00,0.6900000000000001,4.0600000000000005,2.4,2.64,1.3,3.2,2.78
2007-02-21 12:00:00,0.46,3.11,1.85,2.56,1.17,3.0700000000000003,2.58
2007-02-21 13:00:00,0.59,2.62,0.43,2.44,1.43,3.66,2.81
2007-02-21 14:00:00,0.42,3.35,0.81,2.41,1.81,4.34,3.25
2007-02-21 15:00:00,1.24,3.34,0.51,2.47,2.33,4.62,2.78
2007-02-21 16:00:00,1.28,1.48,0.81,2.56,1.76,4.19,3.4
2007-02-21 17:00:00,1.79,0.88,1.72,2.4,2.43,4.33,2.32
2007-02-21 18:00:00,1.57,1.34,1.19,3.2,2.95,4.13,2.59
2007-02-21 19:00:00,1.97,1.66,0.37,4.08,2.39,3.74,2.88
2007-02-21 20:00:00,2.88,1.89,1.07,4.76,2.26,3.85,3.7
2007-02-21 21:00:00,2.93,2.72,1.5,4.51,2.32,3.89,4.13
2007-02-21 22:00:00,2.92,3.23,5.19,4.89,2.54,3.28,5.12
2007-02-21 23:00:00,2.91,3.96,7.140000000000001,5.41,2.66,3.0500000000000003,6.13
2007-02-22 00:00:00,2.94,4.29,7.87,5.87,2.75,3.15,6.82
2007-02-22 01:00:00,3.13,7.69,7.38,7.53,2.33,5.79,7.16
2007-02-22 02:00:00,3.89,8.45,8.33,8.75,3.2,3.26,7.97
2007-02-22 03:00:00,5.65,8.01,10.11,9.9,3.7,3.52,4.93
2007-02-22 04:00:00,7.59,6.26,12.21,7.61,3.42,2.35,7.09
2007-02-22 05:00:00,10.28,6.28,8.82,6.36,3.09,0.76,5.78
2007-02-22 06:00:00,12.99,8.58,10.07,4.73,3.21,1.92,5.87
2007-02-22 07:00:00,14.77,12.66,10.75,5.22,3.44,4.62,8.06
2007-02-22 08:00:00,16.44,13.54,10.99,5.11,4.79,5.05,10.1
2007-02-22 09:00:00,17.67,11.73,9.23,9.28,5.51,5.65,7.96
2007-02-22 10:00:00,18.42,15.42,8.870000000000001,9.27,6.0600000000000005,6.2,8.75
2007-02-22 11:00:00,19.07,14.11,8.85,4.47,6.17,3.17,11.33
2007-02-22 12:00:00,19.47,13.35,4.1,4.84,6.15,3.24,14.25
2007-02-22 13:00:00,18.51,12.81,3.86,7.77,5.8100000000000005,4.23,11.64
2007-02-22 14:00:00,17.2,13.15,8.59,9.05,5.64,4.38,11.71
2007-02-22 15:00:00,16.02,11.68,11.05,7.92,5.45,5.03,11.31
2007-02-22 16:00:00,15.67,11.44,3.83,8.08,5.58,7.09,9.74
2007-02-22 17:00:00,13.4,11.63,1.53,9.05,5.43,9.56,9.36
2007-02-22 18:00:00,14.54,12.15,8.870000000000001,9.7,5.95,10.55,8.88
2007-02-22 19:00:00,15.75,14.28,11.14,11.84,7.140000000000001,11.4,9.94
2007-02-22 20:00:00,17.16,12.85,12.71,10.33,8.28,13.82,10.45
2007-02-22 21:00:00,19.74,13.19,12.59,11.08,8.86,14.65,12.64
2007-02-22 22:00:00,20.86,14.53,13.48,12.56,8.620000000000001,15.18,11.48
2007-02-22 23:00:00,22.65,15.62,12.52,12.88,9.03,14.11,11.4
2007-02-23 00:00:00,20.57,12.94,9.92,13.87,9.1,14.83,11.29
2007-02-23 01:00:00,17.400000000000002,11.95,9.34,15.81,9.47,16.65,9.53
2007-02-23 02:00:00,19.21,10.59,11.66,16.91,5.75,18.83,5.71
2007-02-23 03:00:00,19.43,6.15,13.16,17.7,8.05,16.65,6.99
2007-02-23 04:00:00,19.97,17.95,12.45,15.43,9.47,14.07,9.98
2007-02-23 05:00:00,19.55,15.45,9.75,10.59,9.56,11.96,7.04
2007-02-23 06:00:00,19.79,9.67,10.27,12.2,6.65,12.43,6.67
2007-02-23 07:00:00,18.99,17.85,9.94,12.78,14.91,11.6,7.99
2007-02-23 08:00:00,15.28,16.46,9.04,11.4,17.71,8.92,9.23
2007-02-23 09:00:00,21.99,8.040000000000001,11.92,8.2,15.93,9.72,8.72
2007-02-23 10:00:00,26.21,3.73,11.12,11.18,19.59,12.01,8.4
2007-02-23 11:00:00,23.8,13.91,11.96,12.15,19.06,11.43,9.14
2007-02-23 12:00:00,26.22,15.07,10.39,12.4,15.9,12.64,9.16
2007-02-23 13:00:00,23.88,14.39,8.99,12.27,11.26,10.21,9.58
2007-02-23 14:00:00,27.55,14.63,6.96,13.17,12.87,11.44,8.48
2007-02-23 15:00:00,27.0,15.42,11.47,12.82,9.53,13.09,6.5
2007-02-23 16:00:00,25.91,16.76,10.14,11.81,7.65,13.14,8.59
2007-02-23 17:00:00,24.66,16.09,9.09,11.18,8.64,12.02,10.08
2007-02-23 18:00:00,22.58,15.31,8.41,9.16,9.97,12.26,10.53
2007-02-23 19:00:00,22.66,18.77,10.49,8.51,9.59,12.7,10.61
2007-02-23 20:00:00,21.56,19.02,10.16,5.3,9.89,12.92,8.43
2007-02-23 21:00:00,19.29,19.5,9.97,4.71,9.06,12.93,8.23
2007-02-23 22:00:00,17.21,19.33,10.5,5.98,12.03,12.67,6.34
2007-02-23 23:00:00,15.0,19.75,10.03,5.39,13.87,13.0,11.07
2007-02-24 00:00:00,17.36,20.83,7.11,5.3100000000000005,13.32,11.86,11.91
2007-02-24 01:00:00,12.88,20.59,9.42,4.3100000000000005,11.89,11.17,13.57
2007-02-24 02:00:00,10.59,20.17,3.53,5.95,11.76,10.09,15.99
2007-02-24 03:00:00,8.0,18.06,6.43,3.12,12.38,6.87,2.21
2007-02-24 04:00:00,8.85,16.38,9.1,2.72,14.23,7.640000000000001,3.41
2007-02-24 05:00:00,9.32,15.21,9.52,3.56,16.080000000000002,8.71,11.47
2007-02-24 06:00:00,7.31,14.18,6.18,4.49,15.62,7.21,15.48
2007-02-24 07:00:00,5.93,12.62,5.11,6.42,13.77,6.1000000000000005,15.16
2007-02-24 08:00:00,1.92,11.74,2.01,6.74,12.7,5.14,15.27
2007-02-24 09:00:00,2.01,11.03,0.46,6.5200000000000005,12.09,5.08,11.34
2007-02-24 10:00:00,2.65,5.41,1.44,5.8,12.49,4.1,9.11
2007-02-24 11:00:00,2.85,3.85,1.2,7.140000000000001,12.04,1.8,3.27
2007-02-24 12:00:00,3.39,2.18,2.25,7.8,10.4,0.72,0.75
2007-02-24 13:00:00,3.44,2.89,2.33,4.8,10.41,1.03,1.0
2007-02-24 14:00:00,3.4,2.66,3.06,5.0600000000000005,10.4,1.83,0.59
2007-02-24 15:00:00,2.43,1.17,2.91,3.46,9.87,2.42,4.3
2007-02-24 16:00:00,3.0,0.18,1.3,1.89,9.63,2.66,2.32
2007-02-24 17:00:00,3.35,1.03,1.33,0.67,8.91,2.49,1.77
2007-02-24 18:00:00,4.17,1.31,1.93,0.91,8.81,3.43,2.64
2007-02-24 19:00:00,4.13,2.44,1.61,1.69,8.27,3.65,2.39
2007-02-24 20:00:00,3.88,2.4,1.26,1.88,8.22,3.19,1.89
2007-02-24 21:00:00,3.54,2.5500000000000003,0.75,2.42,8.290000000000001,2.38,1.13
2007-02-24 22:00:00,2.85,2.83,0.43,2.16,8.47,1.43,1.07
2007-02-24 23:00:00,2.54,3.34,0.73,3.31,9.22,1.25,1.99
2007-02-25 00:00:00,2.07,4.68,1.11,4.54,8.870000000000001,1.01,2.08
2007-02-25 01:00:00,1.59,2.57,1.19,6.11,8.77,2.18,2.53
2007-02-25 02:00:00,0.31,4.92,5.82,5.42,9.12,3.13,3.75
2007-02-25 03:00:00,0.54,6.75,6.03,5.28,8.69,5.05,5.0200000000000005
2007-02-25 04:00:00,1.58,1.17,7.57,5.13,7.75,5.9,8.13
2007-02-25 05:00:00,1.76,1.74,7.99,3.88,6.65,6.11,6.78
2007-02-25 06:00:00,5.5600000000000005,2.53,8.18,5.87,6.83,6.41,8.58
2007-02-25 07:00:00,6.34,2.85,8.26,10.41,5.36,6.890000000000001,10.39
2007-02-25 08:00:00,7.58,9.02,8.58,8.13,4.8500000000000005,8.23,9.03
2007-02-25 09:00:00,8.93,14.75,9.68,8.45,4.33,10.91,8.91
2007-02-25 10:00:00,10.0,13.64,9.36,7.52,2.93,8.41,8.31
2007-02-25 11:00:00,10.51,10.57,8.68,9.16,1.74,8.89,8.040000000000001
2007-02-25 12:00:00,10.79,7.62,9.24,10.45,0.73,9.92,7.7
2007-02-25 13:00:00,11.49,4.5200000000000005,10.85,11.54,0.66,10.85,9.04
2007-02-25 14:00:00,13.48,3.13,11.07,10.86,1.71,10.24,9.15
2007-02-25 15:00:00,14.35,7.54,9.83,11.33,3.87,10.61,8.97
2007-02-25 16:00:00,14.9,9.95,8.98,9.73,4.6000000000000005,10.75,4.79
2007-02-25 17:00:00,14.83,10.64,9.77,10.57,4.0600000000000005,11.33,8.71
2007-02-25 18:00:00,15.92,9.58,9.98,11.36,4.13,11.48,8.96
2007-02-25 19:00:00,17.32,8.25,9.93,12.02,5.0200000000000005,10.9,9.46
2007-02-25 20:00:00,17.92,7.28,9.6,13.22,5.48,10.93,11.03
2007-02-25 21:00:00,18.12,6.8,10.36,15.6,7.0,11.12,12.05
2007-02-25 22:00:00,18.85,7.28,10.21,14.71,6.72,12.37,10.47
2007-02-25 23:00:00,19.22,8.0,9.71,14.19,6.55,13.44,10.06
2007-02-26 00:00:00,19.63,8.040000000000001,9.34,12.38,8.370000000000001,14.25,8.06
2007-02-26 01:00:00,19.81,9.26,8.11,11.69,10.33,14.5,8.52
2007-02-26 02:00:00,20.6,7.74,8.540000000000001,12.2,11.39,13.02,10.62
2007-02-26 03:00:00,20.82,8.55,8.11,6.48,13.97,12.21,11.66
2007-02-26 04:00:00,21.49,9.16,11.01,6.43,15.82,9.91,11.57
2007-02-26 05:00:00,22.25,9.93,11.13,6.46,14.8,9.45,9.42
2007-02-26 06:00:00,22.29,7.12,12.93,6.640000000000001,9.37,9.82,9.17
2007-02-26 07:00:00,22.09,7.78,13.9,8.52,6.93,8.47,9.38
2007-02-26 08:00:00,22.46,7.29,14.12,6.01,5.7700000000000005,9.35,10.4
2007-02-26 09:00:00,22.77,9.7,13.64,3.69,6.8100000000000005,8.57,11.16
2007-02-26 10:00:00,22.97,11.53,12.37,7.95,7.43,9.87,11.96
2007-02-26 11:00:00,23.13,8.120000000000001,10.47,7.29,6.23,9.65,12.34
2007-02-26 12:00:00,22.85,11.4,9.6,7.48,6.21,9.57,12.49
2007-02-26 13:00:00,21.72,15.43,10.25,8.77,3.99,9.64,12.28
2007-02-26 14:00:00,20.49,17.22,10.1,8.870000000000001,2.75,9.2,12.22
2007-02-26 15:00:00,19.02,17.93,9.49,6.95,0.95,9.29,11.34
2007-02-26 16:00:00,18.05,17.43,7.49,6.07,1.66,8.86,10.08
2007-02-26 17:00:00,16.27,16.44,7.9,9.14,1.42,9.41,9.73
2007-02-26 18:00:00,14.56,15.83,8.32,11.33,1.75,9.65,9.48
2007-02-26 19:00:00,13.32,15.62,8.21,13.53,6.49,10.1,9.3
2007-02-26 20:00:00,13.36,15.07,8.98,14.38,5.82,9.52,9.16
2007-02-26 21:00:00,13.82,14.08,9.4,13.73,4.39,10.55,8.25
2007-02-26 22:00:00,14.44,13.78,10.38,14.86,3.49,10.91,8.61
2007-02-26 23:00:00,14.24,13.05,10.87,15.63,5.46,12.65,9.42
2007-02-27 00:00:00,13.5,12.63,11.75,15.1,5.88,12.67,9.31
