datetime,1_A_Wind,3_C_Wind,3_C_Wind_1,3_C_Wind_2,1_A_Wind_Cand,2_B_Wind_Cand,3_C_Wind_Cand
2007-01-05 06:00:00,17.41,18.64,13.68,15.24,14.8,15.4,7.87
2007-01-05 07:00:00,17.34,20.95,10.54,13.19,13.35,7.81,6.98
2007-01-05 08:00:00,19.6,23.23,8.120000000000001,12.44,14.69,9.38,3.79
2007-01-05 09:00:00,21.27,22.86,7.640000000000001,10.46,14.24,10.53,6.73
2007-01-05 10:00:00,21.23,17.650000000000002,9.43,16.04,9.98,9.19,19.88
2007-01-05 11:00:00,17.150000000000002,15.49,7.1000000000000005,21.79,10.87,6.99,18.55
2007-01-05 12:00:00,7.31,11.14,4.61,25.2,14.9,6.83,16.2
2007-01-05 13:00:00,14.0,7.79,6.95,24.41,12.65,4.78,11.0
2007-01-05 14:00:00,14.41,9.76,4.22,23.28,15.53,4.26,11.42
2007-01-05 15:00:00,12.47,3.14,7.25,23.59,13.26,7.57,12.19
2007-01-05 16:00:00,11.61,9.39,10.68,21.96,15.28,8.11,9.71
2007-01-05 17:00:00,10.39,17.37,20.27,21.2,15.64,13.17,13.13
2007-01-05 18:00:00,8.61,20.5,20.76,21.8,16.28,14.99,15.96
2007-01-05 19:00:00,14.79,19.23,20.36,23.24,16.03,16.61,19.33
2007-01-05 20:00:00,14.26,19.41,20.05,23.96,15.88,17.68,21.18
2007-01-05 21:00:00,14.44,18.38,18.51,22.37,17.12,19.67,20.54
2007-01-05 22:00:00,15.06,16.71,17.68,22.82,17.98,17.85,19.61
2007-01-05 23:00:00,16.07,15.37,15.28,22.53,17.96,15.22,18.38
2007-01-06 00:00:00,14.82,15.93,10.97,21.44,17.76,9.88,18.87
2007-01-06 01:00:00,17.13,15.68,13.23,24.66,16.73,3.26,4.88
2007-01-06 02:00:00,18.35,12.52,10.87,26.34,17.98,6.94,1.64
2007-01-06 03:00:00,19.02,13.3,5.86,27.4,16.330000000000002,7.03,2.44
2007-01-06 04:00:00,18.92,2.71,11.23,25.6,15.98,9.27,3.14
2007-01-06 05:00:00,18.68,7.4,5.5200000000000005,25.84,15.67,9.49,2.86
2007-01-06 06:00:00,15.98,5.66,4.41,23.64,14.99,8.23,9.95
2007-01-06 07:00:00,12.56,1.42,6.67,23.99,14.98,11.84,7.71
2007-01-06 08:00:00,15.57,0.88,6.0,23.99,13.7,10.05,7.42
2007-01-06 09:00:00,17.92,1.02,6.74,21.74,13.9,9.0,4.74
2007-01-06 10:00:00,16.86,0.99,5.15,18.52,15.47,8.52,2.85
2007-01-06 11:00:00,13.81,2.47,4.7,17.91,15.65,7.2,2.58
2007-01-06 12:00:00,13.77,3.2,4.03,15.29,14.2,7.24,2.66
2007-01-06 13:00:00,14.22,3.84,2.88,9.93,13.78,7.57,3.4
2007-01-06 14:00:00,12.5,4.37,3.35,7.0600000000000005,12.95,6.99,3.75
2007-01-06 15:00:00,10.31,4.0200000000000005,2.84,8.25,12.45,6.07,1.76
2007-01-06 16:00:00,9.33,4.08,1.7,6.49,11.13,6.26,0.26
2007-01-06 17:00:00,8.51,1.97,0.72,1.5,8.75,5.15,1.05
2007-01-06 18:00:00,8.35,1.99,1.12,0.33,9.29,3.39,1.75
2007-01-06 19:00:00,6.97,2.28,0.67,1.19,9.55,1.42,1.94
2007-01-06 20:00:00,6.92,2.44,0.93,1.33,8.09,0.8200000000000001,1.97
2007-01-06 21:00:00,5.09,1.8,0.92,0.73,7.75,1.54,1.5
2007-01-06 22:00:00,4.9,1.81,0.51,0.78,8.83,1.81,1.31
2007-01-06 23:00:00,5.28,1.46,0.67,0.17,8.55,2.3000000000000003,1.02
2007-01-07 00:00:00,6.76,1.9,0.71,2.04,7.98,2.68,1.52
2007-01-07 01:00:00,5.95,1.69,0.77,4.0600000000000005,9.43,2.18,1.98
2007-01-07 02:00:00,5.37,2.97,5.28,6.21,11.83,0.92,1.67
2007-01-07 03:00:00,5.92,3.33,4.46,9.05,11.65,0.8,9.16
2007-01-07 04:00:00,5.78,3.43,3.49,8.39,12.34,3.09,6.8100000000000005
2007-01-07 05:00:00,6.48,2.39,3.12,9.83,10.85,5.95,6.84
2007-01-07 06:00:00,6.72,2.09,3.9,12.08,11.33,7.0600000000000005,5.7
2007-01-07 07:00:00,7.31,4.08,3.67,10.47,10.99,8.950000000000001,8.64
2007-01-07 08:00:00,7.75,2.38,2.52,11.91,11.4,6.13,10.51
2007-01-07 09:00:00,7.25,2.64,3.87,14.84,11.8,8.31,10.36
2007-01-07 10:00:00,8.700000000000001,1.67,5.66,16.7,11.64,5.47,8.55
2007-01-07 11:00:00,7.87,0.45,6.99,17.400000000000002,14.8,5.0600000000000005,6.86
2007-01-07 12:00:00,7.8,1.49,7.91,15.43,11.04,4.38,6.49
2007-01-07 13:00:00,6.63,1.0,9.77,16.26,9.66,6.84,6.38
2007-01-07 14:00:00,8.700000000000001,0.56,7.77,17.11,11.47,8.73,6.8500000000000005
2007-01-07 15:00:00,7.91,2.74,6.04,16.41,10.13,8.2,7.08
2007-01-07 16:00:00,7.87,3.84,6.84,17.62,10.7,7.34,7.22
2007-01-07 17:00:00,8.040000000000001,3.6,7.74,16.94,7.13,6.87,6.71
2007-01-07 18:00:00,9.36,3.11,5.73,15.22,6.92,7.91,5.83
2007-01-07 19:00:00,9.45,1.67,6.13,15.67,8.42,7.7,5.7700000000000005
2007-01-07 20:00:00,9.71,0.73,9.47,15.25,7.77,7.97,7.2
2007-01-07 21:00:00,8.22,1.46,9.41,12.9,6.67,8.790000000000001,6.74
2007-01-07 22:00:00,5.76,1.22,9.14,10.7,6.3500000000000005,9.67,5.8
2007-01-07 23:00:00,6.78,1.92,7.34,10.25,5.34,10.35,4.87
2007-01-08 00:00:00,8.0,0.41,7.83,11.54,7.25,11.37,5.95
2007-01-08 01:00:00,8.51,0.34,9.58,13.27,9.02,11.35,6.87
2007-01-08 02:00:00,7.59,1.88,9.06,14.97,11.59,11.45,7.04
2007-01-08 03:00:00,7.09,1.06,7.84,15.12,9.28,10.97,7.13
2007-01-08 04:00:00,8.71,2.77,6.890000000000001,15.85,11.2,11.4,5.39
2007-01-08 05:00:00,9.6,3.08,7.12,15.08,7.51,11.08,5.55
2007-01-08 06:00:00,10.53,2.07,6.6000000000000005,14.46,5.66,11.07,6.9
2007-01-08 07:00:00,9.97,1.42,6.5200000000000005,13.86,5.9,10.26,6.91
2007-01-08 08:00:00,9.24,1.73,6.2700000000000005,13.95,4.71,9.82,6.28
2007-01-08 09:00:00,9.33,2.08,6.2700000000000005,15.66,7.98,9.41,6.19
2007-01-08 10:00:00,9.12,2.02,5.5,16.88,7.25,8.44,6.42
2007-01-08 11:00:00,8.59,2.63,5.4,17.53,8.13,8.75,5.2
2007-01-08 12:00:00,8.620000000000001,2.08,4.9,18.85,8.25,8.94,5.51
2007-01-08 13:00:00,8.4,1.27,5.13,19.08,6.68,8.0,6.12
2007-01-08 14:00:00,8.51,0.36,5.04,17.84,8.39,7.65,6.32
2007-01-08 15:00:00,8.17,0.19,4.48,18.66,9.02,8.63,5.78
2007-01-08 16:00:00,7.73,1.5,3.83,18.64,8.28,9.32,5.41
2007-01-08 17:00:00,7.36,2.2,2.5,19.08,7.31,7.78,3.7
2007-01-08 18:00:00,7.92,1.38,2.68,17.62,6.78,7.23,2.49
2007-01-08 19:00:00,7.54,0.11,2.33,16.98,7.07,6.91,2.72
2007-01-08 20:00:00,7.34,1.07,2.75,17.95,6.3100000000000005,7.17,3.61
2007-01-08 21:00:00,7.31,1.5,3.6,16.16,6.13,7.43,3.92
2007-01-08 22:00:00,6.5,1.73,3.33,15.94,5.79,8.26,3.62
2007-01-08 23:00:00,6.82,1.77,3.33,15.36,6.0600000000000005,8.38,2.94
2007-01-09 00:00:00,7.0,1.61,3.77,15.19,8.11,9.52,3.72
2007-01-09 01:00:00,7.0,0.98,3.35,16.37,9.57,10.85,5.8
2007-01-09 02:00:00,6.86,1.59,3.18,16.9,9.27,11.89,7.45
2007-01-09 03:00:00,6.7,1.68,2.85,16.93,8.71,9.95,5.84
2007-01-09 04:00:00,6.7700000000000005,1.07,2.48,15.71,8.290000000000001,10.9,5.71
2007-01-09 05:00:00,6.5,1.94,1.62,14.83,7.52,9.59,4.16
2007-01-09 06:00:00,6.49,1.48,2.84,14.66,4.43,9.1,3.56
2007-01-09 07:00:00,6.3100000000000005,1.7,2.18,14.19,4.12,8.76,3.63
2007-01-09 08:00:00,6.53,1.23,2.04,13.35,5.3100000000000005,8.08,3.25
2007-01-09 09:00:00,5.91,0.94,1.72,13.12,4.94,7.29,3.3200000000000003
2007-01-09 10:00:00,5.17,0.75,0.95,12.93,4.62,6.3100000000000005,2.82
2007-01-09 11:00:00,5.29,0.63,0.41,12.9,2.96,4.92,2.54
2007-01-09 12:00:00,4.93,0.43,0.78,11.13,2.51,2.79,2.57
2007-01-09 13:00:00,4.8100000000000005,0.37,0.52,10.0,2.88,1.76,2.49
2007-01-09 14:00:00,4.43,0.64,0.36,10.5,4.11,1.55,2.13
2007-01-09 15:00:00,4.08,0.92,0.63,7.7,4.65,1.92,1.71
2007-01-09 16:00:00,3.73,0.66,0.7000000000000001,6.8100000000000005,5.21,2.56,1.56
2007-01-09 17:00:00,3.35,0.72,0.22,5.59,5.41,1.94,1.83
2007-01-09 18:00:00,2.99,0.65,0.31,5.59,4.66,1.53,1.3
2007-01-09 19:00:00,2.84,0.41,0.31,4.57,5.2700000000000005,1.76,0.68
2007-01-09 20:00:00,2.88,0.74,0.43,2.9,5.44,2.5500000000000003,0.72
2007-01-09 21:00:00,2.92,1.09,0.45,2.72,4.93,2.5500000000000003,1.09
2007-01-09 22:00:00,2.74,0.27,0.32,2.21,7.33,1.78,1.53
2007-01-09 23:00:00,2.01,0.35,0.13,2.6,5.74,0.8,1.5
2007-01-10 00:00:00,2.36,0.56,0.25,1.08,5.43,0.59,0.6900000000000001
2007-01-10 01:00:00,1.93,1.04,0.51,0.59,5.53,1.13,0.36
2007-01-10 02:00:00,1.25,0.7000000000000001,1.02,0.74,3.92,0.34,0.95
2007-01-10 03:00:00,0.86,0.92,1.55,0.55,2.88,0.92,1.11
2007-01-10 04:00:00,0.99,1.23,2.12,1.49,3.18,1.68,1.17
2007-01-10 05:00:00,1.06,1.62,1.48,1.23,3.2,1.14,1.21
2007-01-10 06:00:00,1.93,0.91,0.6900000000000001,1.75,2.37,0.95,1.2
2007-01-10 07:00:00,3.5700000000000003,0.92,0.61,1.12,1.96,0.32,1.21
2007-01-10 08:00:00,2.8000000000000003,0.56,0.87,1.92,1.34,2.66,1.69
2007-01-10 09:00:00,5.55,0.8300000000000001,0.92,2.37,1.2,3.02,1.54
2007-01-10 10:00:00,5.58,0.88,0.99,2.51,1.95,3.12,1.26
2007-01-10 11:00:00,4.3100000000000005,1.05,1.15,2.42,3.1,4.5,1.3
2007-01-10 12:00:00,1.87,1.61,1.05,2.99,3.5500000000000003,4.17,1.68
2007-01-10 13:00:00,0.56,2.1,0.9,3.54,4.25,4.3100000000000005,0.48
2007-01-10 14:00:00,0.63,2.25,0.64,3.24,3.25,4.3100000000000005,1.58
2007-01-10 15:00:00,1.68,0.64,0.38,3.11,3.45,4.14,1.43
2007-01-10 16:00:00,3.03,1.22,0.43,3.5500000000000003,3.26,5.42,1.03
2007-01-10 17:00:00,3.87,1.93,0.93,4.11,2.43,5.7,1.41
2007-01-10 18:00:00,9.09,1.15,2.1,3.19,1.39,5.7,1.67
2007-01-10 19:00:00,10.97,1.73,4.4,2.64,3.08,7.28,1.45
2007-01-10 20:00:00,11.45,1.51,8.74,3.14,4.61,9.84,10.84
2007-01-10 21:00:00,15.02,4.76,9.8,8.11,4.79,11.15,10.75
2007-01-10 22:00:00,16.02,8.72,10.03,10.58,4.09,12.17,10.83
2007-01-10 23:00:00,16.13,9.17,10.06,8.99,4.79,13.1,11.61
2007-01-11 00:00:00,16.75,11.27,10.14,10.26,5.18,15.01,10.89
2007-01-11 01:00:00,16.580000000000002,10.34,9.49,9.02,5.87,14.53,11.69
2007-01-11 02:00:00,17.12,9.0,10.61,8.59,6.36,14.18,9.73
2007-01-11 03:00:00,17.25,6.88,10.8,11.09,7.86,13.84,9.61
2007-01-11 04:00:00,17.55,5.26,11.06,12.48,9.63,12.91,8.99
2007-01-11 05:00:00,17.650000000000002,4.01,11.72,12.2,9.68,13.31,9.54
2007-01-11 06:00:00,17.85,2.35,11.36,10.63,9.82,13.77,9.92
2007-01-11 07:00:00,18.43,2.6,10.46,11.81,9.2,15.05,10.62
2007-01-11 08:00:00,18.74,1.71,10.07,13.57,8.31,15.52,11.88
2007-01-11 09:00:00,19.49,1.05,9.89,12.4,7.73,16.66,11.04
2007-01-11 10:00:00,19.57,2.36,9.51,13.01,8.36,15.08,10.75
2007-01-11 11:00:00,20.15,3.1,9.93,12.24,8.78,12.62,10.63
2007-01-11 12:00:00,20.23,5.87,10.16,10.93,8.44,14.16,9.17
2007-01-11 13:00:00,20.62,7.08,10.87,9.67,7.07,14.15,9.12
2007-01-11 14:00:00,21.8,9.8,10.98,11.01,7.53,14.01,10.7
2007-01-11 15:00:00,22.7,8.8,10.7,9.16,8.1,13.06,11.92
2007-01-11 16:00:00,23.93,9.86,10.26,8.28,7.17,15.14,11.86
2007-01-11 17:00:00,22.95,17.52,9.35,7.71,6.43,13.97,11.67
2007-01-11 18:00:00,21.0,18.57,10.21,10.29,6.98,14.87,12.08
2007-01-11 19:00:00,19.44,17.87,10.49,10.66,7.1000000000000005,15.56,11.72
2007-01-11 20:00:00,18.52,18.88,10.43,11.81,7.42,15.48,10.15
2007-01-11 21:00:00,18.32,19.16,11.64,11.98,8.02,16.12,9.99
2007-01-11 22:00:00,18.71,18.04,11.43,15.03,8.21,16.97,9.59
2007-01-11 23:00:00,19.41,16.55,8.6,15.57,11.31,16.990000000000002,9.5
2007-01-12 00:00:00,19.39,14.41,11.13,14.89,11.78,17.71,10.59
2007-01-12 01:00:00,20.62,13.72,11.31,13.5,10.72,17.77,9.05
2007-01-12 02:00:00,23.15,13.47,12.42,11.33,10.01,16.490000000000002,10.87
2007-01-12 03:00:00,23.52,9.78,13.64,12.48,10.02,12.56,12.43
2007-01-12 04:00:00,24.86,11.4,13.23,10.62,7.6,14.01,12.29
2007-01-12 05:00:00,25.55,10.47,12.61,10.25,10.33,15.74,11.8
2007-01-12 06:00:00,25.65,8.25,12.19,9.57,13.03,14.31,11.11
2007-01-12 07:00:00,26.5,2.72,10.69,10.55,12.67,12.92,10.43
2007-01-12 08:00:00,26.1,2.37,10.48,11.82,15.54,11.17,8.77
2007-01-12 09:00:00,26.21,8.94,10.03,11.2,15.34,8.97,8.69
2007-01-12 10:00:00,26.35,12.85,8.99,9.3,12.7,8.76,8.41
2007-01-12 11:00:00,26.49,13.04,3.06,12.45,13.93,7.04,4.07
2007-01-12 12:00:00,26.56,12.83,2.94,14.01,14.21,7.31,1.75
2007-01-12 13:00:00,24.93,10.18,2.96,13.45,10.09,6.3100000000000005,1.22
2007-01-12 14:00:00,25.25,9.6,3.88,13.11,9.88,8.18,1.64
2007-01-12 15:00:00,24.1,8.620000000000001,4.62,13.36,7.6,7.13,2.92
2007-01-12 16:00:00,22.11,4.11,1.43,12.16,5.17,5.4,1.38
2007-01-12 17:00:00,24.21,2.36,1.57,11.84,5.84,4.25,2.54
2007-01-12 18:00:00,23.74,4.87,1.71,10.81,4.76,3.82,3.77
2007-01-12 19:00:00,25.0,1.72,1.28,10.11,5.67,3.66,2.72
2007-01-12 20:00:00,25.47,2.33,0.4,7.62,7.48,4.0600000000000005,1.3
2007-01-12 21:00:00,23.57,3.15,1.4,6.6000000000000005,7.67,5.61,3.09
2007-01-12 22:00:00,20.24,2.8000000000000003,3.84,5.63,6.63,5.96,4.3100000000000005
2007-01-12 23:00:00,13.32,3.48,3.85,5.72,5.72,5.2,5.41
2007-01-13 00:00:00,7.71,4.21,5.5,5.78,6.19,4.76,7.84
2007-01-13 01:00:00,9.7,5.6000000000000005,8.620000000000001,9.27,6.01,5.37,7.63
2007-01-13 02:00:00,11.71,2.56,8.42,10.45,6.43,6.17,7.22
2007-01-13 03:00:00,11.46,4.08,10.97,12.63,8.950000000000001,4.69,6.5
2007-01-13 04:00:00,10.26,3.52,9.03,12.88,8.870000000000001,3.61,7.22
2007-01-13 05:00:00,8.52,7.36,1.93,12.85,9.98,6.5,7.11
2007-01-13 06:00:00,7.49,6.96,2.51,12.45,11.13,5.45,8.9
2007-01-13 07:00:00,8.08,11.32,2.58,12.56,10.94,6.21,2.91
2007-01-13 08:00:00,3.78,12.82,4.68,12.75,10.2,6.44,3.77
2007-01-13 09:00:00,2.64,13.95,3.16,12.91,10.23,6.71,5.24
2007-01-13 10:00:00,2.6,13.19,5.6000000000000005,12.51,9.09,5.75,6.5
2007-01-13 11:00:00,3.44,11.52,6.68,13.39,8.5,4.97,6.0200000000000005
2007-01-13 12:00:00,3.08,12.53,8.02,12.92,8.290000000000001,4.24,5.84
2007-01-13 13:00:00,2.86,11.77,8.58,13.12,8.45,4.75,7.7
2007-01-13 14:00:00,3.45,11.88,10.07,13.43,9.4,5.62,7.6
2007-01-13 15:00:00,3.67,11.09,9.2,14.1,9.59,5.19,7.37
2007-01-13 16:00:00,3.89,8.22,5.17,14.14,8.040000000000001,4.58,7.36
2007-01-13 17:00:00,5.11,7.01,5.39,12.18,8.73,4.49,6.79
2007-01-13 18:00:00,6.01,5.78,6.54,11.19,9.11,3.92,6.92
2007-01-13 19:00:00,6.42,4.84,7.31,10.93,9.56,4.7,6.82
2007-01-13 20:00:00,6.12,3.6,6.99,10.29,10.31,5.15,5.48
2007-01-13 21:00:00,5.24,2.95,6.36,9.51,10.73,4.26,4.97
2007-01-13 22:00:00,4.41,1.98,6.51,8.56,11.19,4.15,4.83
2007-01-13 23:00:00,3.82,1.57,5.9,9.68,11.72,3.24,4.47
2007-01-14 00:00:00,3.14,1.46,5.73,10.12,11.65,3.47,3.75
2007-01-14 01:00:00,2.91,1.78,4.57,12.16,12.37,3.16,2.91
2007-01-14 02:00:00,2.76,1.03,4.01,11.0,13.22,4.18,2.71
2007-01-14 03:00:00,4.22,0.36,2.22,10.65,15.89,3.29,2.42
2007-01-14 04:00:00,2.5500000000000003,0.61,1.19,10.82,14.46,2.67,2.3000000000000003
2007-01-14 05:00:00,2.01,0.28,0.42,11.01,14.41,0.91,2.01
2007-01-14 06:00:00,0.8,0.62,0.39,8.45,14.78,0.76,1.68
2007-01-14 07:00:00,2.81,0.5700000000000001,0.26,4.61,13.68,0.33,1.69
2007-01-14 08:00:00,3.0500000000000003,0.42,0.44,2.93,12.25,1.5,1.03
2007-01-14 09:00:00,3.9,0.75,0.33,3.21,12.88,2.42,0.52
2007-01-14 10:00:00,3.64,1.1,0.61,2.61,11.94,3.5500000000000003,0.39
2007-01-14 11:00:00,2.51,1.01,0.43,1.5,12.28,3.77,0.51
