Tech_num,Tech_name,Cost,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
21,Li_Ion_Cand,Power,105.61,118.7008994,122.91918,124.0128447,122.4804507,120.1516558,117.7949927,115.4075187,112.9858615,110.5261383,109.7693899,109.0126415,108.255893,107.4991446,106.7423962,105.9856477,105.2288993,104.4721509,103.7154024,102.958654,102.2019055,101.4451571,100.6884087,99.93166024,99.1749118,98.41816336,97.66141493,96.90466649,96.14791805,95.39116962
22,Flow_Cand,Power,165.8,186.3517576,192.9741506,194.6911244,192.2853775,188.6293394,184.9295502,181.18139,177.3795648,173.5179788,172.3299389,171.141899,169.9538592,168.7658193,167.5777794,166.3897395,165.2016997,164.0136598,162.8256199,161.6375801,160.4495402,159.2615003,158.0734604,156.8854206,155.6973807,154.5093408,153.321301,152.1332611,150.9452212,149.7571814
23,Grav_Cand,Power,910.34,1023.181297,1059.542148,1068.96935,1055.760377,1035.686567,1015.372538,994.7929226,973.9186551,952.7162653,946.1932242,939.6701831,933.147142,926.6241009,920.1010598,913.5780187,907.0549776,900.5319365,894.0088953,887.4858542,880.9628131,874.439772,867.9167309,861.3936898,854.8706487,848.3476076,841.8245665,835.3015254,828.7784842,822.2554431
24,PSH_Cand,Power,1792.65,2014.858132,2086.460259,2105.024392,2079.013161,2039.483627,1999.48105,1958.955481,1917.849679,1876.097736,1863.252503,1850.40727,1837.562036,1824.716803,1811.87157,1799.026337,1786.181103,1773.33587,1760.490637,1747.645403,1734.80017,1721.954937,1709.109704,1696.26447,1683.419237,1670.574004,1657.728771,1644.883537,1632.038304,1619.193071
25,Therm_Cand,Power,1647.03,1851.187789,1916.973554,1934.02969,1910.131395,1873.812913,1837.059813,1799.826205,1762.059497,1723.699135,1711.897342,1700.095549,1688.293755,1676.491962,1664.690169,1652.888376,1641.086583,1629.28479,1617.482996,1605.681203,1593.87941,1582.077617,1570.275824,1558.47403,1546.672237,1534.870444,1523.068651,1511.266858,1499.465065,1487.663271
26,CAES_Cand,Power,1153,1295.920245,1341.973435,1353.913549,1337.183596,1311.758916,1286.029984,1259.964672,1233.526165,1206.672072,1198.410251,1190.148429,1181.886608,1173.624787,1165.362965,1157.101144,1148.839323,1140.577502,1132.31568,1124.053859,1115.792038,1107.530216,1099.268395,1091.006574,1082.744752,1074.482931,1066.22111,1057.959289,1049.697467,1041.435646
27,Zinc_Cand,Power,130.605,146.7941574,152.0107897,153.3632949,151.4682252,148.5882682,145.6738474,142.7213235,139.7265263,136.6846539,135.7488038,134.8129537,133.8771036,132.9412535,132.0054034,131.0695533,130.1337032,129.1978531,128.262003,127.3261529,126.3903028,125.4544526,124.5186025,123.5827524,122.6469023,121.7110522,120.7752021,119.839352,118.9035019,117.9676518
28,Hydrogen_Cand,Power,2893.69,3252.377669,3367.957598,3397.923762,3355.936515,3292.128065,3227.556032,3162.139785,3095.786929,3028.391073,3007.656338,2986.921603,2966.186868,2945.452133,2924.717398,2903.982662,2883.247927,2862.513192,2841.778457,2821.043722,2800.308986,2779.574251,2758.839516,2738.104781,2717.370046,2696.63531,2675.900575,2655.16584,2634.431105,2613.69637
21,Li_Ion_Cand,Energy,384.31,431.9471892,448.0973672,451.1137831,444.5213421,425.966515,407.4354999,388.9308112,370.4553302,352.0123747,349.6022225,347.1920703,344.7819181,342.3717659,339.9616137,337.5514615,335.1413093,332.7311572,330.321005,327.9108528,325.5007006,323.0905484,320.6803962,318.270244,315.8600918,313.4499396,311.0397875,308.6296353,306.2194831,303.8093309
22,Flow_Cand,Energy,413.01,464.204701,481.5609628,484.8026425,477.7178827,457.7773942,437.8624959,417.9758901,398.1206732,378.3004107,375.7102701,373.1201294,370.5299888,367.9398481,365.3497075,362.7595668,360.1694262,357.5792855,354.9891449,352.3990042,349.8088635,347.2187229,344.6285822,342.0384416,339.4483009,336.8581603,334.2680196,331.677879,329.0877383,326.4975977
23,Grav_Cand,Energy,398.96,448.4131316,465.1789587,468.3103612,461.4666146,442.2044725,422.9670501,403.7569577,384.5771865,365.4311805,362.9291527,360.4271249,357.925097,355.4230692,352.9210414,350.4190135,347.9169857,345.4149579,342.91293,340.4109022,337.9088744,335.4068465,332.9048187,330.4027909,327.900763,325.3987352,322.8967074,320.3946795,317.8926517,315.3906239
24,PSH_Cand,Energy,78.5,88.23047632,91.52934694,92.14548664,90.79890026,87.00885074,83.22366511,79.44385698,75.67001488,71.9028165,71.41051355,70.9182106,70.42590765,69.9336047,69.44130175,68.9489988,68.45669585,67.9643929,67.47208995,66.979787,66.48748405,65.9951811,65.50287815,65.0105752,64.51827225,64.0259693,63.53366635,63.0413634,62.54906045,62.0567575
25,Therm_Cand,Energy,133.27,149.7894978,155.3900136,156.4360383,154.1499291,147.7155355,141.2893994,134.8723926,128.4655144,122.0699154,121.2341292,120.398343,119.5625569,118.7267707,117.8909845,117.0551983,116.2194122,115.383626,114.5478398,113.7120537,112.8762675,112.0404813,111.2046952,110.368909,109.5331228,108.6973367,107.8615505,107.0257643,106.1899782,105.354192
26,CAES_Cand,Energy,6.74,7.575457457,7.858698069,7.911599745,7.795982009,7.470568841,7.145573285,6.82103944,6.497017838,6.173566665,6.131297597,6.089028528,6.04675946,6.004490391,5.962221322,5.919952254,5.877683185,5.835414117,5.793145048,5.75087598,5.708606911,5.666337842,5.624068774,5.581799705,5.539530637,5.497261568,5.4549925,5.412723431,5.370454362,5.328185294
27,Zinc_Cand,Energy,447.715,503.2115631,522.026262,525.5403382,517.86025,496.2441734,474.6558373,453.098171,431.5745314,410.0887833,407.2809946,404.4732059,401.6654171,398.8576284,396.0498397,393.2420509,390.4342622,387.6264735,384.8186848,382.010896,379.2031073,376.3953186,373.5875298,370.7797411,367.9719524,365.1641636,362.3563749,359.5485862,356.7407975,353.9330087
28,Hydrogen_Cand,Energy,5.82,6.541418754,6.785997442,6.831678118,6.731842032,6.450847278,6.170213133,5.889977677,5.610184543,5.330883975,5.294384572,5.257885168,5.221385765,5.184886361,5.148386958,5.111887555,5.075388151,5.038888748,5.002389344,4.965889941,4.929390537,4.892891134,4.856391731,4.819892327,4.783392924,4.74689352,4.710394117,4.673894713,4.63739531,4.600895906
30,Iron_Air_Cand,Power,1647.03,1851.19,1813.28,1768.86,1587.81,1592.86,1598.4,1604.47,1611.16,1618.54,1607.54,1596.47,1585.31,1574.07,1562.73,1551.29,1539.76,1528.12,1516.38,1504.52,1492.54,1480.44,1468.21,1455.85,1443.35,1430.7,1417.89,1404.92,1391.79,1378.47
30,Iron_Air_Cand,Energy,133.27,149.79,143.42,136.31,118.75,113.85,108.94,104.02,99.09,94.14,92.43,90.71,89,87.29,85.58,83.88,82.18,80.47,78.77,77.08,75.38,73.69,72,70.31,68.63,66.94,65.26,63.59,61.92,60.25
